unidade_orcamentaria;codigo_sigcon;codigo_uniao;codigo_plano_de_trabalho;codigo_siafi;sei;instrumento;titulo;proponente;concedente;esfera_concedente;objeto;situacao;tipo_de_contrapartida;data_assinatura;data_publicacao;inicio_vigencia;termino_vigencia;valor_proponente_r;valor_concedente_r;valor_total_convenio_r;fim_vigencia_inicial;inteiro_teor_do_instrumento_transferegov;inteiro_teor_do_instrumento_sigcon;ta_1;ta_2;ta_3;ta_4;ta_5;ta_6;ta_7;ta_8;ta_9;ta_10;ta_11;ta_12;ta_13;ta_16;ta_17;ta_20;ta_21;ta_22
1271;PR 195/2022 - Audiovisual;0;15421;9393351;1410.01.0001966/2023-90;Portaria;Lei Complementar nº 195, de 08 de julho de 2022 - Lei Paulo Gustavo - Setor Audiovisual;SECRETARIA DE ESTADO DE CULTURA E TURISMO;MINISTERIO DA CULTURA;Federal;Promover ações emergenciais por meio de editais, chamadas públicas, prêmios, destinadas ao setor cultural, bem como fomento para artistas, instituições, coletivos e empresas culturais, fazedores de culturas populares e tradicionais, para diminuir os impactos negativos da pandemia da COVID-19 no setor, conforme os artigos 6º (Audiovisual) e 8º (Demais Áreas da Cultura) da Lei Complementar nº 195/2022.;VENCIDO;Sem contrapartida;20/06/2023;08/07/2022;16/06/2023;31/12/2024;0,0;134814641,1;134814641,1;31/12/2023;;https://drive.google.com/file/d/1KL56QKoP8YkUywM7Bjr-R5qatAC_FP0B/view;https://drive.google.com/file/d/1zW6Lrlo0CxjqIbTlaskjWRskJ9voDMdS/view;;;;;;;;;;;;;;;;;
1271;PR 14.399/2022;0;16072;9408820;1410.01.0000162/2024-04;Portaria;Lei 14.399/2022 - Aldir Blanc;SECRETARIA DE ESTADO DE CULTURA E TURISMO;MINISTERIO DA CULTURA;Federal;Executar a Lei nº 14.399, de 08 de julho de 2022 (Política Nacional Aldir Blanc de Fomento à Cultura), regulamentada pelo Decreto nº 11.740, de 18 de outubro de 2023.;VIGENTE;Sem contrapartida;18/10/2023;19/10/2023;29/11/2023;31/07/2027;0,0;136483614,36;136483614,36;31/12/2024;;https://drive.google.com/file/d/1SDmWkoKWfK5p13j44tUf2cLW2E3n1td9/view;https://drive.google.com/file/d/1rCXSaaLILgg0dxBiYaQ2qM__mEsLKEy5/view;;;https://drive.google.com/file/d/1U-7k0-koZI_w9RRGyLbkCvqVkNxz61W9/view;;;;;;;;;;;;;;
1271;PR 14.399/2022;0;18327;9488765;1410.01.0001977/2025-78;Portaria;Lei 14.399/2022 - Aldir Blanc;SECRETARIA DE ESTADO DE CULTURA E TURISMO;MINISTERIO DA CULTURA;Federal;Executar a Lei nº 14.399, de 08 de julho de 2022 (Política Nacional Aldir Blanc de Fomento à Cultura), regulamentada pelo Decreto nº 11.740, de 18 de outubro de 2023.;VIGENTE;Sem contrapartida;13/05/2025;19/10/2023;15/04/2025;31/12/2029;0,0;106969151,32;106969151,32;31/12/2029;;https://drive.google.com/file/d/1J5wmac_O6tze-UZFKQvOag2I25oeSqEy/view;;;;;;;;;;;;;;;;;;
1271;MB 909529/2020;909529;12785;9270199;1410.01.0005186/2020-71;Convênio de Entrada;Contrato de repasse para implantação de sinalização turística;SECRETARIA DE ESTADO DE CULTURA E TURISMO;MINISTERIO DO TURISMO;Federal;Implantação de sinalização turística da rota das grutas de Peter Lund, no Estado de Minas Gerais.;VENCIDO;Contrapartida;31/12/2020;06/01/2021;31/12/2020;30/06/2023;19597,0;960019,0;979616,0;30/06/2023;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=909529&Usr=guest&Pwd=guest;;;;;;;;;;;;;;;;;;;
1271;MB 906319/2020;906319;12769;9270144;1410.01.0003379/2020-69;Convênio de Entrada;Realização de campanha publicitária com foco em rádios e jornais e produção de sacolas ecobags;SECRETARIA DE ESTADO DE CULTURA E TURISMO;MINISTERIO DO TURISMO;Federal;Realização de campanha publicitária com foco em rádios e jornais e produção de sacolas ecobags para distribuição em eventos promocionais.;VENCIDO;Contrapartida;31/12/2020;13/01/2021;31/12/2020;31/12/2023;10300,0;500000,0;510300,0;31/12/2021;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=906319&Usr=guest&Pwd=guest;;;;;;;;;;;;;;;;;;;
1271;CV 970661/2023;970661;18300;9490508;1410.01.0002682/2023-61;Convênio de Entrada;CV 970661/2023;SECRETARIA DE ESTADO DE CULTURA E TURISMO;INSTITUTO BRASILEIRO DE MUSEUS;Federal;Fortalecimento do Sistema de Museus do Estado de Minas Gerais.;VIGENTE;Contrapartida;30/12/2024;31/12/2024;31/12/2024;30/09/2026;4080,0;200000,0;204080,0;30/09/2026;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=970661&Usr=guest&Pwd=guest;https://drive.google.com/file/d/1f-jMmgDVPndvbpK5gTypE-GbtMiHM9Nw/view;;;;;;;;;;;;;;;;;;
1271;CV 11.779;0;17550;9459078;1410.01.0001114/2025-02;Convênio de Entrada;CV 11.779;SECRETARIA DE ESTADO DE CULTURA E TURISMO;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS;Estadual;Constitui objeto do presente convênio a conjugação de esforços, com atuação harmônica e sem intuito lucrativo, para promover o destino turístico Minas Gerais por meio da execução de feiras e eventos nacionais e internacionais, fomentando o desenvolvimento econômico local, a geração de emprego e visando estimular a cadeia produtiva da cultura, a economia criativa, tendo o turismo como eixo central de crescimento e integração, com interesse e atuação da CODEMIG, conforme Plano de Trabalho, devidamente aprovado pelo concedente e parte integrante deste instrumento, para todos os fins de direito, na condição de seu anexo.;VIGENTE;Sem contrapartida;27/03/2025;29/03/2025;29/03/2025;29/04/2026;0,0;18480000,0;18480000,0;29/03/2026;;https://drive.google.com/file/d/1RMhfr59epuS1kq3_T5dUAecx1jyeLHyz/view;https://drive.google.com/file/d/1tQ4rxdrd_GS5UFZYMncitws13y8kDm2X/view;https://drive.google.com/file/d/1P_e2WqnV_gfPakx6G6qcg88mk4VbVS8N/view;;;;;;;;;;;;;;;;
1271;CV 11.518;0;16354;9421693;1410.01.0000396/2024-88;Convênio de Entrada;CV 11.518;SECRETARIA DE ESTADO DE CULTURA E TURISMO;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS;Estadual;Ampla exposição do destino Minas no mercado local, nacional e internacional com a realização de feiras, eventos, campanhas e missões.;VIGENTE;Sem contrapartida;28/03/2024;02/04/2024;02/04/2024;01/04/2027;0,0;12086072,6;12086072,6;02/04/2025;;https://drive.google.com/file/d/15sfBTFeQDQOzODqC9eibiVX8Wq5mtB5L/view;https://drive.google.com/file/d/1U-HN-BMw66Aot4ks5sSPC0toG9ZbH9IQ/view;https://drive.google.com/file/d/1RVX_fAvk_mPUYuHgxAFE1ouPCfWewlvD/view;;;;;;;;;;;;;;;;
1271;AC 23.830/2021 - SECULT;0;13323;9288152;1500.01.0113753/2021-26;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Fortalecimento da competitividade turística de Minas Gerais;SECRETARIA DE ESTADO DE CULTURA E TURISMO;VALE S.A.;Privada;Fortalecimento da competitividade turística de Minas Gerais.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;15130000,0;15130000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1271;AC 23.830/2021 - 3 -SECULT;0;13325;9288154;1500.01.0113749/2021-37;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Plano de Desenvolvimento Integrado do Turismo em Minas Gerais;SECRETARIA DE ESTADO DE CULTURA E TURISMO;VALE S.A.;Privada;Plano de Desenvolvimento Integrado do Turismo em Minas Gerais.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;650000,0;650000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1271;AC 23.830/2021 - 2 - SECULT;0;13324;9288153;1500.01.0113751/2021-80;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Pesquisas, Tendências e Monitoramento da Cultura e do Turismo;SECRETARIA DE ESTADO DE CULTURA E TURISMO;VALE S.A.;Privada;Pesquisas, Tendências e Monitoramento da Cultura e do Turismo.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;3000000,0;3000000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1301;TE - 202540770002 - SEINFRA;0;18150;9481368;1570.01.0000370/2025-86;Transferências Especiais;Transferência Especial - 202540770002 - Zé Vitor - SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTERIO DA FAZENDA;Federal;Pagamento de medições para pavimentação de Estradas Vicinais no Trecho Monte Carmelo/ Chapada de Minas (LMG746).;VIGENTE;Sem contrapartida;15/08/2025;15/08/2025;15/08/2025;01/01/2029;0,0;495000,0;495000,0;01/01/2029;;https://drive.google.com/file/d/1HVxMGTwcgEC8C6F-fE7JE3GyTbrcVv_q/view;;;;;;;;;;;;;;;;;;
1301;TE - 202441000005 - SEINFRA;0;17245;9447498;1570.01.0000155/2024-74;Transferências Especiais;Transferência Especial - 202441000005/202441000001 - Greyce Elias - SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTERIO DA FAZENDA;Federal;Transferência Especial para custeio de elaboração do projeto de engenharia da Rodovia LMG 730.;VIGENTE;Sem contrapartida;19/03/2024;19/03/2024;16/12/2024;31/12/2027;0,0;700000,0;700000,0;31/12/2027;;https://drive.google.com/file/d/1TE9A9nOWE026V3Xf4famfV5wLBCBu7Y6/view;;;;;;;;;;;;;;;;;;
1301;PR nº 09/2022;0;14607;9348878;1300.01.0006054/2022-09;Portaria;Portaria nº 09/2022 - EC 123/22;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;Federal;Aporte da assistência financeira destinada a auxiliar o custeio da gratuidade das pessoas idosas no transporte público coletivo urbano ou os tipos elencados no Art 2 da Portaria 09/2022, instituído pela Emenda Constitucional n. 123, de 14 de julho de 2022;VENCIDO;Sem contrapartida;13/10/2022;19/10/2022;23/09/2022;31/05/2023;0,0;120394088,89;120394088,89;31/05/2023;;;;;;;;;;;;;;;;;;;;
1301;MB 952749/2023;952749;18515;9493593;1300.01.0007722/2023-75;Convênio de Entrada;Melhoria da infraestrutura viária a partir da execução de obras em vias urbanas de Minas Gerais;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;Ministério das Cidades;Federal;Melhoria da infraestrutura viária a partir da execução de obras em vias urbanas de Minas Gerais.;VIGENTE;Contrapartida;27/12/2023;29/12/2023;27/12/2023;31/12/2027;119173,3;5839491,580000001;5958664,880000001;31/12/2025;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=952749&Usr=guest&Pwd=guest;https://drive.google.com/file/d/15Dgb-kJ70BT_5F4zQFMNHL4AQmqH120f/view;https://drive.google.com/file/d/1qvkdB-nFqNb2vpdqg855CiFIizcGi4gZ/view;;;;;;;;;;;;;;;;;
1301;MB 947055/2023;947055;17759;9470312;1300.01.0003615/2023-93;Convênio de Entrada;MB 947055/2023 - Manutenção e pavimentação de estradas vicinais em Minas Gerais;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;Federal;Manutenção e pavimentação de estradas vicinais em Minas Gerais.;VIGENTE;Contrapartida;31/10/2023;03/11/2023;31/10/2023;31/10/2027;40273020,13;19153735,0;59426755,13000001;31/10/2025;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=947055&Usr=guest&Pwd=guest;https://drive.google.com/file/d/17Da2qbP6HJ2T8YfuuxzCyc9zYYiocB7B/view;;;;;;;;;;;;;;;;;;
1301;MB 940438/2022;940438;14857;9372706;1300.01.0000002/2023-62;Convênio de Entrada;MB 940438/2022 ¿ Melhoramento e pavimentação estradas vicinais do Estado de Minas Gerais;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;Federal;Melhoramento e pavimentação estradas vicinais do Estado de Minas Gerais;VIGENTE;Contrapartida;02/02/2023;06/02/2023;02/02/2023;02/02/2028;1211242,09;23943007,0;25154249,09;02/02/2028;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=940438&Usr=guest&Pwd=guest;;;;;;;;;;;;;;;;;;;
1301;MB 939123/2022;939123;14856;9372627;1300.01.0007590/2022-53;Convênio de Entrada;MB 939123/2022 - Adequação de estradas em Minas Gerais.;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;Federal;Adequação de estradas em Minas Gerais.;VIGENTE;Contrapartida;02/02/2023;06/02/2023;02/02/2023;02/02/2028;600000,0;29100000,0;29700000,0;02/02/2028;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=939123&Usr=guest&Pwd=guest;;;;;;;;;;;;;;;;;;;
1301;MB 938785/2022;938785;14855;9372625;1300.01.0006316/2022-16;Convênio de Entrada;MB 938785/2022 ¿ Adequação de estradas vicinais;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;Federal;Adequação de estradas vicinais;VIGENTE;Contrapartida;02/02/2023;06/02/2023;02/02/2023;02/02/2028;600000,0;26593690,0;27193690,0;02/02/2028;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=938785&Usr=guest&Pwd=guest;;;;;;;;;;;;;;;;;;;
1301;MB 921058/2021;921058;13957;9325275;1300.01.0006438/2021-23;Convênio de Entrada;Adequação de estradas vicinais - Canápolis - Convênio MAPA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;Federal;Adequação de estradas vicinais.;VENCIDO;Contrapartida;29/12/2021;04/01/2022;29/12/2021;30/06/2025;1848672,13;8117500,0;9966172,13;30/06/2024;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=921058&Usr=guest&Pwd=guest;https://drive.google.com/file/d/1SQD1Z5p250FtgpknSqUt2R593VkKLWGE/view;;;;;;;;;;;;;;;;;;
1301;MB 921056/2021;921056;13966;9325274;1300.01.0003016/2021-73;Convênio de Entrada;Adequação de estradas vicinais - Limeira do Oeste III - Convênio MAPA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;Federal;Adequação de estradas vicinais.;VENCIDO;Contrapartida;29/12/2021;04/01/2022;29/12/2021;28/02/2025;613000,0;28650000,0;29263000,0;30/06/2024;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=921056&Usr=guest&Pwd=guest;;;;;;;;;;;;;;;;;;;
1301;MB 920148/2021;920148;18190;9481700;1300.01.0005404/2021-05;Convênio de Entrada;Pavimentação no município de Iturama/MG;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;Ministério das Cidades;Federal;Implantação de Pavimentação em perímetro urbano, garantindo adequadas condições sanitárias de segurança e conforto.;VIGENTE;Contrapartida;29/12/2021;04/01/2022;30/12/2021;31/08/2027;1513452,29;2870210,0;4383662,290000001;31/12/2023;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=920148&Usr=guest&Pwd=guest;https://drive.google.com/file/d/1FevTT69d4argXBaIPotW2LEdQYCArDTN/view;;https://drive.google.com/file/d/1lmooz8c7WsVdxx1BUeT-TtdPeaPXhk9V/view;;https://drive.google.com/file/d/1DUM3XndWmm0ehE6SkCAQyqtVfRabr9EW/view;;https://drive.google.com/file/d/1E-puGIou5iLmrRwz2vd2YYuZORkeT0u6/view;;;;;;;;;;;;
1301;MB 918565/2021;918565;13918;9324182;1300.01.0005790/2021-59;Convênio de Entrada;Paula Cândido I - Pavimentação de estradas vicinais;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;Federal;Pavimentação de estradas vicinais no Estado de Minas Gerais;VIGENTE;Contrapartida;29/12/2021;04/01/2022;29/12/2021;30/09/2026;7469858,480000001;6222701,0;13692559,48;30/06/2024;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=918565&Usr=guest&Pwd=guest;;https://drive.google.com/file/d/1AJ8vX3m_wntXX9uHcSgLZVt0g1k5eCEC/view;;https://drive.google.com/file/d/1jaXPTKSYBmaiFNvkWzZwdTyPRdDkQZCI/view;;;;;;;;;;;;;;;
1301;MB 907668/2020;907668;13321;9288250;1300.01.0010093/2020-87;Convênio de Entrada;Ampliação de Estradas em Minas Gerais -Trecho Varginha/Três Pontas -  Convênio MDR;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;Federal;Ampliação de estradas em Minas Gerais.;VIGENTE;Contrapartida;30/12/2020;04/01/2021;30/12/2020;30/06/2027;7386182,76;9575191,0;16961373,76;31/12/2023;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=907668&Usr=guest&Pwd=guest;https://drive.google.com/file/d/1jUxXVPHVIy0tPKeuNJm25ankJTxV-kwc/view;https://drive.google.com/file/d/1DOo7B0__EX2RpmJclA8gulVox5TPfkPf/view;;https://drive.google.com/file/d/1lG9J_hoWt932lka72_VUV5fs0KU5UC4a/view;;https://drive.google.com/file/d/1jaaVX6v0D2fJyX6Tl6I6G2QkA6sTvsVL/view;;;;;;;;;;;;;
1301;MB  908278/2020;908278;13320;9292038;1300.01.0009882/2020-61;Convênio de Entrada;Adequação de Estradas Vicinais - Limeira do Oeste II - Convênio MAPA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;Federal;Adequação de estradas vicinais,;VENCIDO;Contrapartida;31/12/2020;08/01/2021;31/12/2020;31/12/2023;400000,0;19100000,0;19500000,0;31/12/2023;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=908278&Usr=guest&Pwd=guest;;;;;;;;;;;;;;;;;;;
1301;AC 23.830/2021 - SEINFRA;0;13334;9288178;1500.01.0113729/2021-92;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Construção de Bacias de Contenção no Córrego Ferrugem;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;VALE S.A.;Privada;Prevenção de Enchentes - Construção de Bacias de Contenção no Córrego Ferrugem.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;253000000,0;253000000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1301;AC 23.830/2021 - 3 -  SEINFRA;0;13336;9288180;1500.01.0113728/2021-22;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Implantação do Rodoanel da Região Metropolitana de Belo Horizonte;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;VALE S.A.;Privada;Implantação do Rodoanel da Região Metropolitana de Belo Horizonte.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;3500000000,0;3500000000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1301;AC 23.830/2021 - 2 - SEINFRA;0;13335;9288179;1500.01.0113726/2021-76;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão:  Desapropriação para construção de bacias de contenção no Córrego Riacho das Pedras.;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;VALE S.A.;Privada;Prevenção de Enchentes - Desapropriação para construção de bacias de contenção no Córrego Riacho das Pedras.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;45000000,0;45000000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1301;AC 008/2026;0;18731;9501912;1500.01.0136976/2026-95;Acordo/Ajuste;Acordo judicial Barragem de Fundão - Melhoria e desenvolvimento municipal, da mobilidade e da infraestrutura urbana - SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;SAMARCO MINERAÇÃO S.A.;Privada;Melhoria e desenvolvimento municipal, da mobilidade e da infraestrutura urbana - DENTRO DA BACIA;VIGENTE;Sem contrapartida;25/10/2024;06/12/2024;31/03/2026;06/12/2044;0,0;50000000,0;50000000,0;06/12/2044;;;;;;;;;;;;;;;;;;;;
1301;AC 007/2025 - Brumadinho (Vale;0;18203;9483933;1500.01.0444805/2025-63;Acordo/Ajuste;Acordo Judicial - Brumadinho - Melhoria da infraestrutura dos municípios - Fortalecimento da infraestrutura rodoviária em Sarzedo;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;VALE S.A.;Privada;Melhoria da infraestrutura dos municípios ¿ Fortalecimento da infraestrutura rodoviária em Sarzedo.;VIGENTE;Sem contrapartida;04/02/2021;04/02/2021;29/10/2025;29/10/2030;0,0;29000000,0;29000000,0;29/10/2030;;https://drive.google.com/file/d/1SbVjg-GmrPGeYt0vXQI2WsEH2BL6k3ZC/view;;;;;;;;;;;;;;;;;;
1301;AC 003/2024 - Brumadinho(Vale);0;16706;9435581;1500.01.0404873/2024-75;Acordo/Ajuste;Melhoria da infraestrutura dos municípios ¿ Fortalecimento do transporte metropolitano;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;VALE S.A.;Privada;Melhoria da infraestrutura dos municípios ¿ Fortalecimento do transporte metropolitano;VIGENTE;Sem contrapartida;04/02/2021;20/07/2024;20/07/2024;20/07/2027;0,0;400295455,63;400295455,63;20/07/2027;;https://drive.google.com/file/d/1R59mIUAVDh-Xx5Y-WfDj3gOg-yMc5erJ/view;;;;;;;;;;;;;;;;;;
1371;TE - 202141400009 - SEMAD;0;14394;9344620;1500.01.0022954/2022-18;Transferências Especiais;Transferência Especial - 202141400009 - RODRIGO PACHECO - SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;MINISTÉRIO DA ECONOMIA;Federal;Ações de Proteção Animal;VIGENTE;Sem contrapartida;12/05/2021;27/07/2022;27/07/2022;31/12/2026;0,0;2100000,0;2100000,0;27/07/2023;;https://drive.google.com/file/d/1Ivc4xBFLnojKMtnqyTuY0PBrju14Gm9L/view;;;;;;;;;;;;;;;;;;
1371;TAC Projeto Marilac-Nacip Rayd;0;15547;9396764;1370.01.0028084/2023-51;Acordo/Ajuste;TAC Projeto Marilac - Nacip Raydan - Complexo Minero-Quimico de Araxá;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;MOSAIC FERTILIZANTES P&K LTDA.;Privada;Elaboração de Projeto de Engenharia Rodoviária para melhoramento e pavimentação do trecho LMG/744 - Marilac - Nacip Raydan;VENCIDO;Sem contrapartida;25/02/2022;25/02/2022;03/10/2023;03/10/2024;0,0;1100000,0;1100000,0;03/10/2024;;https://drive.google.com/file/d/1g6vf1sfhVygGXE6Ucc5Ng2gQJQQ5hVE4/view;;;;;;;;;;;;;;;;;;
1371;TAC Mineradoras (16695);0;16695;9436627;1370.01.0021902/2024-25;Acordo/Ajuste;Saneamento Rural;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;VALE S.A.;Privada;Saneamento Rural - Implantação de tecnologias e estruturas (Fossas Sépticas Biodigestoras), em comunidades rurais do Estado de Minas Gerais;VIGENTE;Sem contrapartida;25/02/2022;25/02/2022;25/02/2022;25/03/2030;0,0;10000000,0;10000000,0;25/03/2030;;https://drive.google.com/file/d/1qeorjqOB74EbdKHnejWMYJMPrQAzXgs_/view;;;;;;;;;;;;;;;;;;
1371;TAC Mineradoras;0;15288;9390353;1370.01.0028145/2023-53;Acordo/Ajuste;Estruturação das unidades regionais da Semad;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;VALE S.A.;Privada;O projeto Estruturação das unidades regionais da Semad tem como objeto prover a estrutura física adequada para o exercício das competências legais e regulamentares a cargo das unidades regionais da Semad, de forma a dar mais efetividade as ações de REGULARIZAÇÃO, FISCALIZAÇÃO E MONITORAMENTO DA QUALIDADE AMBIENTAL, incluindo a contratação de serviços, aquisição de bens e equipamentos (permanentes e de consumo) e realização de obras e reformas. Quanto aos benefícios institucionais, essa estruturação proporciona uma gestão pública mais eficiente, haja vista contribuírem para o avanço dos princípios básicos da Administração como o PLANEJAMENTO, a ORGANIZAÇÃO, a EXECUÇÃO e o CONTROLE, com a melhoria das ferramentas de trabalho, refletindo em MELHORES RESULTADOS PARA O ESTADO e para a SOCIEDADE como um todo, seja de forma direta ou indireta, em prol da preservação ambiental no estado de Minas Gerais.;VIGENTE;Sem contrapartida;22/02/2022;25/02/2022;25/02/2022;25/03/2030;0,0;8658555,540000001;8658555,540000001;25/03/2030;;https://drive.google.com/file/d/1x6T-CGP8L_z6pD60tk0fKbgZzpfms3RF/view;https://drive.google.com/file/d/1ldT4t9DcYticiyVxuikJNw6ODZ04KjjO/view;https://drive.google.com/file/d/1sXCFVu7CWiWXCrAMMvb4zapDQvVgRfJV/view;;https://drive.google.com/file/d/1PtJpI7UnbMij4EYJ0nG0c8SYuHMCCh9n/view;;;;;;;;;;;;;;
